Date,Open,High,Low,Close,Volume
2015-08-13,1659.26,1670.19,1651.28,1667.95,2419647488
2015-08-14,1664.53,1672.26,1661.99,1664.46,2049547008
2015-08-17,1670.86,1677.56,1666.85,1672.87,1707318656
2015-08-18,1674.52,1678.1,1671.36,1672.22,1799763840
2015-08-19,1665.15,1670.14,1648.48,1648.48,2098558976
2015-08-20,1642.27,1643.36,1623.84,1623.88,2114490752
2015-08-21,1594.69,1596.69,1573.01,1573.01,2763318528
2015-08-24,1542.25,1545.04,1480.87,1480.87,3947270656
2015-08-25,1450.98,1509.62,1410.94,1432.65,4737874944
2015-08-26,1442.55,1485.77,1435.09,1478.97,3445766656
2015-08-27,1505.42,1523.55,1496.81,1500.41,2818200576
2015-08-28,1529.82,1555.85,1529.23,1549.8,2954681088
2015-08-31,1541.85,1544.98,1525.09,1537.05,2472773632
2015-09-01,1526.67,1528.57,1478.11,1478.11,2663685888
2015-09-02,1452.99,1495.74,1446.7,1465.99,2939405312
2015-09-03,1486.14,1499.1,1474.75,1474.98,2221949184
2015-09-04,1484.84,1485.47,1429.26,1444.53,2651883008
2015-09-07,1432.23,1454.92,1416.99,1445.65,2382829568
2015-09-08,1447.47,1450.97,1415.28,1416.71,2233665024
2015-09-09,1445.51,1507.37,1445,1507.37,2795026176
2015-09-10,1478.54,1481.77,1454.19,1479.52,2446775296
2015-09-11,1467.06,1488.11,1465,1480.23,2814068480
2015-09-14,1486.2,1487.28,1459.9,1462.41,1845055360
2015-09-15,1471.04,1490.35,1462.13,1462.24,2079631488
2015-09-16,1479.65,1482.26,1466.6,1472.6,1883620992
2015-09-17,1485.56,1494.53,1479.01,1491.91,1923632256
2015-09-18,1480.6,1480.7,1459.02,1462.38,2404516864
2015-09-24,1443.21,1449.05,1426.97,1426.97,2365444864
2015-09-25,1431.06,1453.92,1423.13,1453.81,2638407424
2015-09-28,1447.16,1454.27,1431.11,1438.67,1926560640
2015-09-29,1414.47,1414.47,1371.44,1375.52,2786342912
2015-09-30,1396.92,1418.91,1396.25,1411.16,2578184960
2015-10-01,1422.36,1450.44,1414.2,1442.74,2311913216
2015-10-02,1430.99,1446.61,1427.17,1444.92,1881509504
2015-10-05,1461.02,1469.94,1453.84,1463.92,1837878016
2015-10-06,1486.55,1491.64,1472.43,1475.84,2165794816
2015-10-07,1478.26,1496.76,1471.56,1493.17,2312785664
2015-10-08,1491.57,1499.64,1479.48,1481.4,2301860352
2015-10-09,1494.36,1515.13,1491.14,1515.13,2539291392
2015-10-13,1506.99,1512.23,1499.67,1503.13,2107481344
2015-10-14,1489.45,1491.53,1467.45,1470.83,2429471232
2015-10-15,1465.72,1494.16,1462.74,1490.72,2175478016
2015-10-16,1504.29,1514.96,1501.81,1505.84,2027997056
2015-10-19,1505.16,1507.44,1489.11,1494.75,1870393984
2015-10-20,1503.64,1503.71,1495.01,1499.28,1776627712
2015-10-21,1497.23,1529.3,1496.76,1526.81,2116879488
2015-10-22,1516.66,1529.17,1514.72,1518.22,1835833088
2015-10-23,1545.32,1553.69,1544.14,1547.84,2123007744
2015-10-26,1566.61,1570.06,1558.32,1558.99,1801955072
2015-10-27,1558.54,1559.58,1542.5,1543.11,1890560512
2015-10-28,1545.2,1550.69,1539.97,1547.19,1709426432
2015-10-29,1558.09,1558.72,1537.36,1547.11,2679968256
2015-10-30,1547.22,1569,1538.11,1558.2,2638524416
2015-11-02,1539.44,1539.72,1523.34,1526.97,2162612480
2015-11-04,1547.53,1556.78,1540.43,1540.43,2345313024
2015-11-05,1546.97,1559.82,1545.63,1555.1,2192010496
2015-11-06,1561.66,1566.1,1556.34,1563.59,1934626048
2015-11-09,1575.83,1594.01,1574.5,1590.97,2434411008
2015-11-10,1575.72,1590.23,1575.72,1589.48,1993918336
2015-11-11,1584.16,1598.9,1583.76,1595.32,2039738624
2015-11-12,1591.27,1597.2,1587.29,1593.57,2039249152
2015-11-13,1577.03,1586.22,1570.88,1585.83,2140030848
2015-11-16,1559.34,1576.47,1557.75,1571.53,1734639488
2015-11-17,1590.91,1592.61,1586.11,1586.11,2113054464
2015-11-18,1595.09,1599.2,1585.79,1586.53,1896898432
2015-11-19,1601.76,1609.76,1594.07,1600.38,2048685568
2015-11-20,1594.99,1603.18,1590.09,1603.18,1801711872
2015-11-24,1601.35,1608.13,1597.91,1605.94,2028802176
2015-11-25,1599.98,1600.67,1590.21,1594.67,1952923520
2015-11-26,1600.34,1607.69,1599.89,1602.32,1824678784
2015-11-27,1604.7,1605.21,1591.43,1594.45,1800219520
2015-11-30,1593,1593.91,1578.91,1580.25,2445575424
2015-12-01,1585.52,1601.95,1584,1601.95,2029383552
2015-12-02,1600.88,1607.27,1600.27,1602.26,1874687104
2015-12-03,1600.36,1605.38,1596.31,1602.94,1828570240
2015-12-04,1576.63,1579.95,1569.06,1574.02,2001979136
2015-12-07,1588.76,1594.56,1584.51,1585.21,1628605056
2015-12-08,1587.03,1590.32,1567.64,1568.73,1893300480
2015-12-09,1560.86,1569.4,1553.59,1555.58,2017943680
2015-12-10,1539.96,1547.1,1537.97,1540.35,1840161280
2015-12-11,1533.79,1553.67,1533.79,1549.51,2386649344
2015-12-14,1521.51,1529.33,1504.72,1527.88,2019926144
2015-12-15,1527.59,1530.37,1502.55,1502.55,2045054464
2015-12-16,1525.75,1542.99,1525.29,1540.72,2098282240
2015-12-17,1565.95,1576.91,1562.45,1564.71,2227720448
2015-12-18,1562.77,1596.36,1537.1,1537.1,2932291584
2015-12-21,1526.33,1537.34,1512,1531.28,0
2015-12-22,1533.32,1538.05,1526.21,1533.6,1908523008
2015-12-24,1546.56,1547.13,1522.94,1523.62,1947150080
2015-12-25,1523.87,1525.96,1513.44,1516.19,1874328448
2015-12-28,1521.6,1532.76,1518.79,1529.22,1501677440
2015-12-29,1527.59,1545.12,1521.08,1543.39,1457060992
2015-12-30,1550.28,1554.45,1546.32,1547.3,1487799808
2016-01-04,1532.53,1544.73,1506.27,1509.67,1982263680
2016-01-05,1504.69,1516.55,1498.21,1504.71,1920118400
2016-01-06,1508.78,1514.48,1478.78,1488.84,2072747008
2016-01-07,1483.9,1489.63,1456.61,1457.94,2370900736
2016-01-08,1442.85,1472.64,1441.05,1447.32,2587394304
2016-01-12,1429.52,1436.08,1401.95,1401.95,2630198016
2016-01-13,1422.17,1443.01,1420.21,1442.09,2135874560
2016-01-14,1415.05,1416.26,1382.37,1406.55,2596984576
2016-01-15,1427.65,1433.63,1394.66,1402.45,2444882944
2016-01-18,1376.24,1393.44,1363.91,1387.93,2226056192
2016-01-19,1382.45,1395.18,1374.91,1390.41,2169240832
2016-01-20,1386.16,1386.54,1337.26,1338.97,2562269952
2016-01-21,1339.72,1359.74,1301.49,1301.49,3182043392
2016-01-22,1327.93,1375.95,1327.84,1374.19,2600823296
2016-01-25,1393.87,1398.74,1376.67,1392.63,2288028928
2016-01-26,1372.57,1373.11,1357.54,1360.23,2153933824
2016-01-27,1383.41,1403.46,1382.89,1400.7,2253419520
2016-01-28,1392.93,1406.26,1385.86,1392.1,2133521024
2016-01-29,1400.73,1435.31,1370.15,1432.07,4125052160
2016-02-01,1448.04,1463.79,1445.81,1462.67,3502451712
2016-02-02,1449.01,1461.88,1445.58,1452.04,2771455488
2016-02-03,1428.28,1429.32,1396.65,1406.27,3103813120
2016-02-04,1392.43,1403.86,1382.22,1388.81,3128409856
2016-02-05,1368.61,1373.78,1352.92,1368.97,3388844032
2016-02-08,1351.69,1388.73,1345.91,1380.41,2737775872
2016-02-09,1352.89,1352.94,1299.53,1304.33,3173124096
2016-02-10,1305.87,1309.22,1246.57,1264.96,3848805376
2016-02-12,1240.92,1242.59,1193.85,1196.28,4703853056
2016-02-15,1220.14,1303.4,1219.78,1292.23,3279890176
2016-02-16,1281.48,1321.21,1276.72,1297.01,3158348288
2016-02-17,1294.34,1311.15,1265.48,1282.4,2839868928
2016-02-18,1307.06,1322.28,1305.12,1311.2,2627857664
2016-02-19,1298.83,1299.63,1281.28,1291.82,2291006720
2016-02-22,1281.74,1304.94,1278.61,1300,2037001216
2016-02-23,1309.01,1316.05,1289.22,1291.17,2321764096
2016-02-24,1274.37,1292.36,1266.69,1284.53,2204909312
2016-02-25,1289.64,1313.12,1289.52,1307.54,2398126848
2016-02-26,1320.14,1330.23,1310.64,1311.27,2162637824
2016-02-29,1325.63,1333.11,1297.85,1297.85,2492290304
2016-03-01,1295.16,1304.7,1284.5,1300.83,2223975168
2016-03-02,1325.53,1354.67,1325.06,1349.61,2489202176
2016-03-03,1348.32,1370,1348.01,1369.05,2743720448
2016-03-04,1366.73,1376.25,1360.89,1375.35,2652009984
2016-03-07,1373.78,1373.85,1360.86,1361.9,2216072192
2016-03-08,1357.78,1361.54,1330.58,1347.72,2545796096
2016-03-09,1334.89,1338.15,1322.14,1332.33,2248838144
2016-03-10,1344.95,1355.09,1337.03,1352.17,1982907648
2016-03-11,1334.71,1364.5,1331.63,1359.32,2761191680
2016-03-14,1375.61,1384.35,1371.96,1379.95,2019058176
2016-03-15,1377.54,1383.43,1365.87,1372.08,2086443264
2016-03-16,1361.83,1373.31,1360.05,1360.5,1860064768
2016-03-17,1369.38,1380.98,1348.6,1358.97,2206185984
2016-03-18,1354.55,1359.83,1335.34,1345.05,2294777856
2016-03-22,1359.99,1374.97,1354.57,1369.93,2013016832
2016-03-23,1371.29,1378.25,1361.86,1364.2,1600630400
2016-03-24,1360.07,1365.04,1348.88,1354.61,1999147520
2016-03-25,1357.37,1368.22,1352.78,1366.05,1810852096
2016-03-28,1375.16,1381.85,1364.8,1381.85,1844291328
2016-03-29,1367.86,1380.41,1367.86,1377.6,1748134016
2016-03-30,1373.18,1374.84,1356.09,1356.29,1907544192
2016-03-31,1363.12,1367.88,1346.83,1347.2,2221745152
2016-04-01,1343.24,1343.24,1298.48,1301.4,2575053824
2016-04-04,1296.78,1313.96,1292.59,1302.71,2065472000
2016-04-05,1295.21,1298.04,1266.77,1268.37,2231120128
2016-04-06,1266.19,1274.56,1256.31,1267.75,2144579840
2016-04-07,1267.33,1281.37,1261.36,1272.64,2109789184
2016-04-08,1255.07,1303.13,1250.77,1287.69,2501361408
2016-04-11,1281.64,1282.67,1263.25,1279.79,1823274368
2016-04-12,1278.26,1302.62,1277.25,1299.35,2134528128
2016-04-13,1316.03,1334.9,1314.17,1332.44,2252190208
2016-04-14,1352.03,1371.35,1349.96,1371.35,2499883520
2016-04-15,1353.48,1368.22,1353.48,1361.4,1982929920
2016-04-18,1334.49,1335.26,1313.35,1320.15,2179611904
2016-04-19,1345.02,1365.9,1343.65,1363.03,2094891648
2016-04-20,1375.11,1380.49,1363.38,1365.78,2084802944
2016-04-21,1386.76,1394.22,1381.25,1393.68,2281109504
2016-04-22,1380.92,1407.99,1379.46,1407.5,3008177408
2016-04-25,1412.8,1412.98,1398,1401.83,2347034368
2016-04-26,1394.51,1397.8,1379.51,1391.69,2215289600
2016-04-27,1391.68,1395.58,1379.68,1384.3,2028478848
2016-04-28,1396.65,1404.78,1339.28,1340.55,3158937600
2016-05-02,1316.57,1316.61,1289.49,1299.96,2494838528
2016-05-06,1305.4,1309.3,1289.01,1298.32,2140402560
2016-05-09,1308.11,1313.25,1302.9,1306.66,1717360128
2016-05-10,1310.92,1337.15,1307.31,1334.9,2372032256
2016-05-11,1347.95,1353.03,1330.98,1334.3,2127772416
2016-05-12,1321.8,1338.47,1316.92,1337.27,2066803712
2016-05-13,1343.48,1343.48,1319.39,1320.19,2501067008
2016-05-16,1318.15,1333.82,1317.14,1321.65,1950942336
2016-05-17,1330.52,1335.98,1324.81,1335.85,1783615232
2016-05-18,1333.59,1349.27,1327.33,1338.38,2340433408
2016-05-19,1349.3,1352.57,1332.09,1336.56,2017522048
2016-05-20,1331.97,1345.25,1329.84,1343.4,1886166144
2016-05-23,1337.55,1339.44,1319.62,1338.68,1729540096
2016-05-24,1334.11,1334.19,1324.49,1326.5,1626130304
2016-05-25,1345.43,1348.78,1341.97,1342.88,1616323840
2016-05-26,1355.73,1357.47,1340.74,1342.87,1767847168
2016-05-27,1347.68,1352.39,1344.17,1349.93,1804409344
2016-05-30,1359.48,1366.53,1353.37,1366.01,1595616256
2016-05-31,1362.63,1380.88,1359.87,1379.8,2527491072
2016-06-01,1369.96,1374.37,1358.05,1362.07,1993907840
2016-06-02,1351.75,1351.75,1329.53,1331.81,2073761536
2016-06-03,1333.42,1341.81,1330.29,1337.23,1669653120
2016-06-06,1317.33,1332.51,1311.96,1332.43,1870129408
2016-06-07,1336.29,1342.47,1330.29,1340.77,1613813248
2016-06-08,1344.07,1350.97,1332.61,1350.97,1665021952
2016-06-09,1343.96,1347.32,1332.19,1337.41,1682879744
2016-06-10,1335.81,1335.93,1321.9,1330.72,2206479616
2016-06-13,1307.97,1308.57,1284.54,1284.54,1875437568
2016-06-14,1279.46,1288.24,1264.65,1271.93,1974901504
2016-06-15,1267.58,1284.86,1263.89,1277.11,1937463040
2016-06-16,1273.29,1275.92,1238.37,1241.56,2208330496
2016-06-17,1256.85,1264.11,1248.66,1250.83,2396443136
2016-06-20,1269.81,1283.93,1268.65,1279.19,1844012672
2016-06-21,1269.96,1296.67,1262.97,1293.9,1721623296
2016-06-22,1289.87,1291.42,1277.96,1284.61,1614962048
2016-06-23,1285.72,1300.65,1282.06,1298.71,1640485120
2016-06-24,1307.84,1309.08,1192.8,1204.48,3619796224
2016-06-27,1216.7,1227.16,1212.24,1225.76,2280288768
2016-06-28,1208.57,1233.65,1198.57,1224.62,2492826624
2016-06-29,1241.27,1251.92,1232.41,1247.69,2077775616
2016-06-30,1262.42,1264.4,1245.82,1245.82,2119491200
2016-07-01,1254.87,1260.54,1248.49,1254.44,1730161152
2016-07-04,1248.5,1263.5,1246.75,1261.97,1574401280
2016-07-05,1256.87,1259.07,1249.56,1256.64,1575297792
2016-07-06,1237.33,1238.09,1218.14,1234.2,2214359808
2016-07-07,1230.78,1238.49,1222.7,1226.09,1830811648
2016-07-08,1228.97,1234.14,1209.88,1209.88,1842577792
2016-07-11,1231.26,1263.71,1231.07,1255.79,1994372352
2016-07-12,1276.12,1297.49,1275.16,1285.73,2602889216
2016-07-13,1305.84,1314.91,1297.28,1300.26,2736923392
2016-07-14,1301.13,1312.43,1299.53,1311.16,2051733760
2016-07-15,1315.43,1325.64,1310.26,1317.1,2486051328
2016-07-19,1326.06,1331.39,1316.38,1331.39,2000930944
2016-07-20,1325.92,1331.32,1319.07,1330.75,1856206464
2016-07-21,1344.4,1347.24,1332.74,1339.39,2000775680
2016-07-22,1322.1,1330.9,1321.27,1327.51,1585869184
2016-07-25,1330.59,1339.06,1324.12,1325.36,1681349888
2016-07-26,1316.98,1317.34,1302.63,1306.94,1907970176
2016-07-27,1316.53,1331.29,1313.72,1321.67,2233496576
2016-07-28,1313.76,1316.37,1303.73,1307,1884351232
2016-07-29,1303.69,1323.99,1288.88,1322.74,3185593344
2016-08-01,1308.3,1325.24,1299.07,1321.83,2401422592
2016-08-02,1308.74,1312.94,1300.2,1300.2,1972673152
2016-08-03,1282.43,1284.27,1269.77,1271.98,2239506176
2016-08-04,1276.69,1284.66,1262.86,1282.99,2274066944
2016-08-05,1285.2,1289.64,1278.12,1279.9,1888243456
2016-08-08,1295.61,1305.53,1294.23,1305.53,2115044352
2016-08-09,1305.27,1317.87,1304.79,1317.49,1889434368
2016-08-10,1311.98,1318.99,1308.4,1314.83,1698774656
2016-08-12,1325.32,1325.57,1318.69,1323.22,1771768448
2016-08-15,1319.07,1322.99,1315.92,1316.63,1241786752
2016-08-16,1318.52,1319.09,1298.47,1298.47,1610059392
2016-08-17,1297.4,1312.87,1297.14,1311.13,1749156096
2016-08-18,1302.29,1306.37,1290.74,1290.79,1871879808
2016-08-19,1296.26,1300.03,1288.6,1295.67,1749690624
2016-08-22,1300.35,1304.84,1296.25,1303.68,1407014144
2016-08-23,1299.72,1307.61,1292.85,1297.56,1581115904
2016-08-24,1305.35,1310.57,1302.6,1306.71,1321513856
2016-08-25,1306.43,1307.6,1301.79,1304.27,1347398272
2016-08-26,1299.32,1299.32,1287.9,1287.9,1544834944
2016-08-29,1309.17,1316.39,1307.88,1313.24,1614517760
2016-08-30,1310.09,1315.46,1308.39,1312.81,1543009536
2016-08-31,1323.89,1331,1322.68,1329.54,2087686656
2016-09-01,1330.77,1338.52,1327.88,1337.38,1842436864
2016-09-02,1335.55,1341.51,1334.56,1340.76,1643885056
2016-09-05,1357.01,1357.41,1342.68,1343.85,1749376512
2016-09-06,1344.87,1353.7,1343.87,1352.58,1542177920
2016-09-07,1340.33,1350.38,1339.17,1349.53,1915266048
2016-09-08,1346.33,1348.29,1337.36,1345.95,1671816960
2016-09-09,1345.45,1349.57,1340.64,1343.86,1764219904
2016-09-12,1325.33,1329.67,1316.68,1323.1,1617120256
2016-09-13,1328.32,1330.46,1317.74,1322.99,1422804352
2016-09-14,1314.43,1320.85,1312.86,1314.74,1663239168
2016-09-15,1306.54,1307.41,1296.39,1301.11,1673110144
2016-09-16,1304.75,1313.24,1302.01,1311.5,1891941248
2016-09-20,1305.17,1323.98,1304.75,1316.97,1793724672
2016-09-21,1316.64,1353.52,1309.51,1352.67,2587675904
2016-09-23,1347.85,1351.08,1341.53,1349.56,1961902848
2016-09-26,1347.14,1347.45,1333.65,1335.84,1524761984
2016-09-27,1321.37,1349.22,1313.77,1349.22,2238008320
2016-09-28,1333.77,1337.03,1324.4,1330.77,1640022016
2016-09-29,1340.62,1347.93,1337.81,1343.25,1755165568
2016-09-30,1323.23,1328.65,1315.86,1322.78,1817996032
2016-10-03,1332.14,1338.34,1329.06,1330.72,1495157248
2016-10-04,1334.1,1341.05,1332.63,1340.21,1560704256
2016-10-05,1345.24,1349.81,1340.62,1347.81,1717840384
2016-10-06,1355.44,1360.2,1353.02,1353.93,1699712128
2016-10-07,1352.9,1354.01,1345.8,1350.61,1508396544
2016-10-11,1353.9,1362.33,1353.29,1356.35,1662091264
2016-10-12,1342.52,1352.28,1342.19,1342.35,1707708928
2016-10-13,1348.21,1353.97,1337.15,1342.31,1654173824
2016-10-14,1341.14,1348.14,1337.92,1347.19,1621841664
